user_id,movie_id,rating,liked,watched_date
user_02024c5f6058,movie_871fea660f35,2.5,,
user_02024c5f6058,movie_5d698159a979,2.5,,
user_02024c5f6058,movie_013fc9446ecf,2.5,,
user_02024c5f6058,movie_ee3c31396b08,2.5,,
user_02024c5f6058,movie_abe81071e651,2.5,,
user_02024c5f6058,movie_a66d3f7ee581,2.5,,
user_02024c5f6058,movie_e18af3485a4f,2.5,,
user_02024c5f6058,movie_974d12c07a61,2.5,,
user_02024c5f6058,movie_23a2cb71790b,2.5,,
user_02024c5f6058,movie_378b57d0114c,2.5,,
user_02024c5f6058,movie_3ff0917b59a7,2.5,,
user_02024c5f6058,movie_f80612874d62,2.5,,
user_02024c5f6058,movie_34436252f567,2.5,,
user_02024c5f6058,movie_8fbe56e42ae3,2.5,,
user_02024c5f6058,movie_8907cd2784a3,2.5,,
user_02024c5f6058,movie_81f7ba5c4398,2.5,,
user_02024c5f6058,movie_c844a814c20f,2.5,,
user_02024c5f6058,movie_f919c61663a7,2.5,,
user_02024c5f6058,movie_dc8c05f5e47e,2.5,,
user_02024c5f6058,movie_78f4ddce6e3e,2.5,,
user_02024c5f6058,movie_5f576f18fba5,2.5,,
user_02024c5f6058,movie_ef5e696ae77f,2.5,,
user_02024c5f6058,movie_20df769f6663,2.5,,
user_02024c5f6058,movie_b99571974530,2.5,,
user_02024c5f6058,movie_c5cbcc8d458e,2.5,,
user_02024c5f6058,movie_b5ed9c1fb50f,2.5,,
user_02024c5f6058,movie_4ad91f39a5a0,2.5,,
user_02024c5f6058,movie_0585f7ef90bf,2.5,,
user_02024c5f6058,movie_0283ee59a98b,2.5,,
user_02024c5f6058,movie_7f567902dd69,2.5,,
user_02024c5f6058,movie_600afaf95f85,2.5,,
user_02024c5f6058,movie_6f306ec3b4fd,2.5,,
user_02024c5f6058,movie_3ee0ffb1efb0,2.5,,
user_02024c5f6058,movie_e22fd77c2aab,2.5,,
user_02024c5f6058,movie_7fdac2d5d755,2.5,,
user_02024c5f6058,movie_b82b02bbe797,2.5,,
user_02024c5f6058,movie_414fdc6a1f3f,2.5,,
user_02024c5f6058,movie_1ef532512934,2.5,,
user_02024c5f6058,movie_ed4626a25068,2.5,,
user_02024c5f6058,movie_d61c7a4e8a27,2.5,,
user_02024c5f6058,movie_81c156403dd2,2.5,,
user_02024c5f6058,movie_d7a47fbec631,2.5,,
user_02024c5f6058,movie_eca92ae852f8,2.5,,
user_02024c5f6058,movie_b823d997146f,2.5,,
user_02024c5f6058,movie_9d32bd34b0d5,2.5,,
user_02024c5f6058,movie_5bd3aa3a6f80,2.5,,
user_02024c5f6058,movie_02abd77512ca,2.5,,
user_02024c5f6058,movie_33c4d3b21f1d,2.5,,
user_02024c5f6058,movie_1c7d080e0039,2.5,,
user_02024c5f6058,movie_a4c7f895ebe6,2.5,,
user_02024c5f6058,movie_6528dbc76ec3,2.5,,
user_02024c5f6058,movie_4c1367a10e37,2.5,,
user_02024c5f6058,movie_07786377e0d7,2.5,,
user_02024c5f6058,movie_9a16601b89de,2.5,,
user_02024c5f6058,movie_7c9988bb5e2f,2.5,,
user_02024c5f6058,movie_25a55d3e8281,2.5,,
user_02024c5f6058,movie_daae82201905,2.5,,
user_02024c5f6058,movie_2ce6853bbf1e,2.5,,
user_02024c5f6058,movie_c606730c2a10,2.5,,
user_02024c5f6058,movie_d34a19ddf815,2.5,,
user_02024c5f6058,movie_40341d7cfc53,2.5,,
user_af383c7d5011,movie_8501230a945c,2.5,,
user_af383c7d5011,movie_013fc9446ecf,3.0,,
user_af383c7d5011,movie_ee3c31396b08,4.0,,
user_af383c7d5011,movie_81f7ba5c4398,5.0,,
user_af383c7d5011,movie_c844a814c20f,4.0,,
user_af383c7d5011,movie_33f5bbb1e000,4.0,,
user_af383c7d5011,movie_dc8c05f5e47e,3.5,,
user_af383c7d5011,movie_ef5e696ae77f,3.0,,
user_af383c7d5011,movie_b5ed9c1fb50f,3.0,,
user_af383c7d5011,movie_7f567902dd69,4.0,,
user_af383c7d5011,movie_e22fd77c2aab,4.0,,
user_af383c7d5011,movie_d61c7a4e8a27,4.0,,
user_af383c7d5011,movie_17a6a7e0df6b,4.0,,
user_af383c7d5011,movie_6528dbc76ec3,3.0,,
user_af383c7d5011,movie_07786377e0d7,3.0,,
user_af383c7d5011,movie_cedf3febb0bc,4.0,,
user_af383c7d5011,movie_34fa33b670e6,3.0,,
user_af383c7d5011,movie_5b93664b03e3,4.0,,
user_af383c7d5011,movie_458701a6a62a,2.0,,
user_af383c7d5011,movie_ebe576a5f7ff,2.0,,
user_af383c7d5011,movie_c4e410a30a47,4.0,,
user_af383c7d5011,movie_3159cc37d835,2.0,,
user_af383c7d5011,movie_c85dda6ce167,1.0,,
user_af383c7d5011,movie_5444cb6d1937,4.0,,
user_af383c7d5011,movie_3a62d507277f,5.0,,
user_af383c7d5011,movie_32c7fe1db1af,3.0,,
user_af383c7d5011,movie_6fbd3c8ceb7e,4.0,,
user_af383c7d5011,movie_6a5567afcdef,4.0,,
user_af383c7d5011,movie_f4c6be2e04d3,3.0,,
user_af383c7d5011,movie_e07b59ba066a,3.5,,
user_af383c7d5011,movie_d22ad5315c74,5.0,,
user_af383c7d5011,movie_ada912dea4a8,5.0,,
user_af383c7d5011,movie_dfa06e2a803c,4.0,,
user_af383c7d5011,movie_c25046f431c2,2.0,,
user_af383c7d5011,movie_9568eca66f71,3.0,,
user_af383c7d5011,movie_483c8fca1e2d,5.0,,
user_af383c7d5011,movie_887b7800e51e,4.0,,
user_af383c7d5011,movie_9038b879d137,3.0,,
user_af383c7d5011,movie_caba8a39e813,3.5,,
user_af383c7d5011,movie_8d77f5de807b,5.0,,
user_af383c7d5011,movie_6ec0a2c70213,4.0,,
user_af383c7d5011,movie_f2bc0b1b6046,3.0,,
user_af383c7d5011,movie_b2667582e263,3.5,,
user_af383c7d5011,movie_5ff34f46312d,3.5,,
user_af383c7d5011,movie_92f9e6661bb2,4.0,,
user_af383c7d5011,movie_1fcc6ccca7eb,3.0,,
user_af383c7d5011,movie_3f1c326e1684,3.0,,
user_af383c7d5011,movie_fc1138c65849,5.0,,
user_af383c7d5011,movie_a4aebaad5397,5.0,,
user_af383c7d5011,movie_486e35b09590,4.0,,
user_af383c7d5011,movie_8a8760f9e0fd,2.0,,
user_af383c7d5011,movie_748c36bbfc55,1.0,,
user_af383c7d5011,movie_21578f5ce951,3.5,,
user_af383c7d5011,movie_dfbef72f639e,2.5,,
user_af383c7d5011,movie_63122f78cb30,1.0,,
user_af383c7d5011,movie_a9b8370a65b9,3.0,,
user_af383c7d5011,movie_2c74b7ad667c,3.5,,
user_af383c7d5011,movie_02d73c1e3193,3.0,,
user_af383c7d5011,movie_9833c8236f55,4.0,,
user_af383c7d5011,movie_741e12592b85,4.5,,
user_af383c7d5011,movie_8002c024c5db,5.0,,
user_af383c7d5011,movie_adb94abde648,4.0,,
user_af383c7d5011,movie_972b9becb047,5.0,,
user_af383c7d5011,movie_19043f58ee06,5.0,,
user_af383c7d5011,movie_338708068a5f,3.0,,
user_af383c7d5011,movie_62535f8bab61,4.0,,
user_af383c7d5011,movie_c1c725bcdaf2,5.0,,
user_af383c7d5011,movie_7a4c5d318e71,5.0,,
user_af383c7d5011,movie_0d90a9a08240,4.0,,
user_af383c7d5011,movie_6f0748a5a555,4.0,,
user_af383c7d5011,movie_9b9bb77ebce0,4.5,,
user_3b7fbb520f14,movie_8cf5bd664b09,5.0,1,
user_3b7fbb520f14,movie_ef4f17e91059,5.0,1,
user_3b7fbb520f14,movie_be2a9c8e4669,2.5,,
user_3b7fbb520f14,movie_013fc9446ecf,2.0,,
user_3b7fbb520f14,movie_23a2cb71790b,2.0,,
user_3b7fbb520f14,movie_3ff0917b59a7,4.0,,
user_3b7fbb520f14,movie_8160b89acd73,4.0,,
user_3b7fbb520f14,movie_dc8c05f5e47e,5.0,,
user_3b7fbb520f14,movie_78f4ddce6e3e,4.0,,
user_3b7fbb520f14,movie_ef5e696ae77f,5.0,,
user_3b7fbb520f14,movie_7f567902dd69,5.0,,
user_3b7fbb520f14,movie_84fe225f4d0e,4.5,,
user_3b7fbb520f14,movie_3ee0ffb1efb0,5.0,,
user_3b7fbb520f14,movie_dab003b338f0,5.0,,
user_3b7fbb520f14,movie_e22fd77c2aab,5.0,,
user_3b7fbb520f14,movie_0ca4f3dd3a15,5.0,,
user_3b7fbb520f14,movie_d61c7a4e8a27,5.0,,
user_3b7fbb520f14,movie_17a6a7e0df6b,5.0,,
user_3b7fbb520f14,movie_6647eb07d799,3.0,,
user_3b7fbb520f14,movie_a4c7f895ebe6,4.0,,
user_3b7fbb520f14,movie_6528dbc76ec3,5.0,,
user_3b7fbb520f14,movie_c606730c2a10,2.0,,
user_3b7fbb520f14,movie_40341d7cfc53,4.0,,
user_3b7fbb520f14,movie_a2b8f880182b,5.0,,
user_3b7fbb520f14,movie_cedf3febb0bc,5.0,,
user_3b7fbb520f14,movie_266cb3eb0237,4.0,,
user_3b7fbb520f14,movie_8a278063b1e3,4.0,,
user_3b7fbb520f14,movie_34fa33b670e6,4.0,,
user_3b7fbb520f14,movie_458701a6a62a,5.0,,
user_3b7fbb520f14,movie_6555b6ad0c5e,4.0,,
user_3b7fbb520f14,movie_cf8ba0f4c9cc,5.0,,
user_3b7fbb520f14,movie_a8bb32f12539,5.0,,
user_3b7fbb520f14,movie_af1c1f3baeb5,5.0,,
user_3b7fbb520f14,movie_e2b70c6b530f,5.0,,
user_3b7fbb520f14,movie_b821def2e9a0,5.0,,
